STATE_PUMA,CONTAINS
08|||00501,Remainder of Costilla County
08|||00501,Remainder of Huerfano County
08|||00501,Remainder of Las Animas County
08|||00501,Remainder of Otero County
08|||00501,Remainder of Pueblo County (part)
08|||00501,Remainder of Rio Grande County
08|||00501,Remainder of Saguache County
08|||00501,Rio Grande County
08|||00501,Rocky Ford City
08|||00501,Romeo Town
08|||00501,Rye Town
08|||00501,Saguache County
08|||00501,Saguache Town
08|||00501,Sanford Town
08|||00501,San Luis Town
08|||00501,South Fork Town
08|||00501,Springfield Town
08|||00501,Starkville Town
08|||00501,Swink Town
08|||00501,Trinidad City
08|||00501,Two Buttes Town
08|||00501,Vilas Town
08|||00501,Walsenburg City
08|||00501,Walsh Town
08|||00502,Beulah Valley CDP (part)
08|||00502,Boone Town
08|||00502,Pueblo City
08|||00502,Pueblo County (part)
08|||00502,Pueblo West CDP
08|||00502,Remainder of Pueblo County (part)
08|||00502,Salt Creek CDP
08|||00600,Arboles CDP
08|||00600,Archuleta County
08|||00600,Bayfield Town
08|||00600,Cedaredge Town
08|||00600,Cortez City
08|||00600,Crawford Town
08|||00600,Delta City
08|||00600,Delta County
08|||00600,Dolores County
08|||00600,Dolores Town
08|||00600,Dove Creek Town
08|||00600,Durango City
08|||00600,Hotchkiss Town
08|||00600,Ignacio Town
08|||00600,La Plata County
08|||00600,Mancos Town
08|||00600,Montezuma County
08|||00600,Montrose City
08|||00600,Montrose County
08|||00600,Mountain Village Town
08|||00600,Naturita Town
08|||00600,Norwood Town
08|||00600,Nucla Town
08|||00600,Olathe Town
08|||00600,Ophir Town
08|||00600,Orchard City Town
08|||00600,Pagosa Springs Town
08|||00600,Paonia Town
08|||00600,Remainder of Archuleta County
08|||00600,Remainder of Delta County
08|||00600,Remainder of Dolores County
08|||00600,Remainder of La Plata County
08|||00600,Remainder of Montezuma County
08|||00600,Remainder of Montrose County
08|||00600,Remainder of San Juan County
08|||00600,Remainder of San Miguel County
08|||00600,Rico Town
08|||00600,San Juan County
08|||00600,San Miguel County
08|||00600,Sawpit Town
08|||00600,Silverton Town
08|||00600,Telluride Town
08|||00600,Towaoc CDP
08|||00700,Aspen City
08|||00700,Avon Town
08|||00700,Basalt Town (part)
08|||00700,Blue River Town
08|||00700,Breckenridge Town
08|||00700,Creede Town
08|||00700,Crested Butte Town
08|||00700,Dillon Town
08|||00700,Eagle County
08|||00700,Eagle Town
08|||00700,Eagle-Vail CDP
08|||00700,Edwards CDP
08|||00700,El Jebel CDP
08|||00700,Fraser Town
08|||00700,Frisco Town
08|||00700,Granby Town
08|||00700,Grand County
08|||00700,Grand Lake Town
08|||00700,Gunnison City
08|||00700,Gunnison County
08|||00700,Gypsum Town
08|||00700,Hinsdale County
08|||00700,Hot Sulphur Springs Town
08|||00700,Keystone CDP
08|||00700,Kremmling Town
08|||00700,Lake City Town
08|||00700,Lake County
08|||00700,Leadville City
08|||00700,Leadville North CDP
08|||00700,Loghill Village CDP
08|||00700,Marble Town
08|||00700,Mineral County
08|||00700,Minturn Town
08|||00700,Montezuma Town
08|||00700,Mount Crested Butte Town
08|||00700,Ouray City
08|||00700,Ouray County
08|||00700,Pitkin County
08|||00700,Pitkin Town
08|||00700,Red Cliff Town
08|||00700,Remainder of Eagle County
08|||00700,Remainder of Grand County
08|||00700,Remainder of Gunnison County
08|||00700,Remainder of Hinsdale County
08|||00700,Remainder of Lake County
08|||00700,Remainder of Mineral County
08|||00700,Remainder of Ouray County
08|||00700,Remainder of Pitkin County
08|||00700,Remainder of Summit County
08|||00700,Ridgway Town
08|||00700,Silverthorne Town
08|||00700,Snowmass Village Town
08|||00700,Summit County
08|||00700,Tabernash CDP
08|||00700,Vail Town
08|||00700,Winter Park Town
08|||00801,Allenspark CDP
08|||00801,Applewood CDP (part)
08|||00801,Arvada City (part)
08|||00801,Aspen Park CDP
08|||00801,Black Hawk City
08|||00801,Boulder City (part)
08|||00801,Boulder County (part)
08|||00801,Central City City
08|||00801,Clear Creek County
08|||00801,Coal Creek CDP (part)
08|||00801,Downieville-Lawson-Dumont CDP
08|||00801,Eldora CDP
08|||00801,Empire Town
08|||00801,Evergreen CDP
08|||00801,Genesee CDP
08|||00801,Georgetown Town
08|||00801,Gilpin County
08|||00801,Golden City (part)
08|||00801,Gold Hill CDP
08|||00801,Idaho Springs City
08|||00801,Indian Hills CDP
08|||00801,Jamestown Town
08|||00801,Jefferson County (part)
08|||00801,Kittredge CDP
08|||00801,Lakewood City (part)
08|||00801,Lyons Town
08|||00801,Morrison Town (part)
08|||00801,Nederland Town
08|||00801,Remainder of Boulder County (part)
08|||00801,Remainder of Clear Creek County
08|||00801,Remainder of Gilpin County
08|||00801,Remainder of Jefferson County (part)
08|||00801,Silver Plume Town
08|||00801,St. Mary's CDP
08|||00801,Ward Town
08|||00801,West Pleasant View CDP (part)
08|||00801,Wheat Ridge City (part)
08|||00802,Boulder City (part)
08|||00802,Boulder County (part)
08|||00802,Broomfield City (part)
08|||00802,Erie Town (part)
08|||00802,Gunbarrel CDP (part)
08|||00802,Lafayette City (part)
08|||00802,Longmont City (part)
08|||00802,Louisville City (part)
08|||00802,Niwot CDP
08|||00802,Remainder of Boulder County (part)
08|||00803,Boulder City (part)
08|||00803,Boulder County (part)
08|||00803,Eldorado Springs CDP
08|||00803,Gunbarrel CDP (part)
08|||00803,Lafayette City (part)
08|||00803,Remainder of Boulder County (part)
08|||00804,Adams County (part)
08|||00804,Arvada City (part)
08|||00804,Boulder City (part)
08|||00804,Boulder County (part)
08|||00804,Broomfield City (part)
08|||00804,Jefferson County (part)
08|||00804,Lafayette City (part)
08|||00804,Louisville City (part)
08|||00804,Remainder of Adams County (part)
08|||00804,Remainder of Boulder County (part)
08|||00804,Remainder of Jefferson County (part)
08|||00804,Superior Town (part)
08|||00804,Thornton City (part)
08|||00804,Westminster City (part)
08|||00805,Adams County (part)
08|||00805,Berkley CDP (part)
08|||00805,Broomfield City (part)
08|||00805,Jefferson County (part)
08|||00805,Northglenn City (part)
08|||00805,Remainder of Adams County (part)
08|||00805,Remainder of Jefferson County (part)
08|||00805,Thornton City (part)
08|||00805,Westminster City (part)
08|||00806,Adams County (part)
08|||00806,Brighton City (part)
08|||00806,Commerce City City (part)
08|||00806,Federal Heights City
08|||00806,Northglenn City (part)
08|||00806,Remainder of Adams County (part)
08|||00806,Sherrelwood CDP (part)
08|||00806,Thornton City (part)
08|||00806,Welby CDP (part)
08|||00806,Westminster City (part)
08|||00807,Adams County (part)
08|||00807,Arvada City (part)
08|||00807,Berkley CDP (part)
08|||00807,Brighton City (part)
08|||00807,Commerce City City (part)
08|||00807,Derby CDP
08|||00807,North Washington CDP
08|||00807,Remainder of Adams County (part)
08|||00807,Sherrelwood CDP (part)
08|||00807,Thornton City (part)
08|||00807,Todd Creek CDP
08|||00807,Twin Lakes CDP
08|||00807,Welby CDP (part)
08|||00807,Westminster City (part)
08|||00808,Adams County (part)
08|||00808,Arapahoe County (part)
08|||00808,Aurora City (part)
08|||00808,Bennett Town (part)
08|||00808,Byers CDP
08|||00808,Deer Trail Town
08|||00808,Foxfield Town
08|||00808,Remainder of Adams County (part)
08|||00808,Remainder of Arapahoe County (part)
08|||00808,Strasburg CDP (part)
08|||00809,Adams County (part)
08|||00809,Arapahoe County (part)
08|||00809,Aurora City (part)
08|||00810,Adams County (part)
08|||00810,Arapahoe County (part)
08|||00810,Aurora City (part)
08|||00811,Arapahoe County (part)
08|||00811,Aurora City (part)
08|||00811,Castlewood CDP
08|||00811,Cherry Hills Village City
08|||00811,Englewood City (part)
08|||00811,Greenwood Village City
08|||00811,Littleton City (part)
08|||00811,Remainder of Arapahoe County (part)
08|||00811,Southglenn CDP
08|||00812,Denver City (part)
08|||00812,Denver County (part)
08|||00813,Denver City (part)
08|||00813,Denver County (part)
08|||00814,Denver City (part)
08|||00814,Denver County (part)
08|||00815,Arapahoe County (part)
08|||00815,Aurora City (part)
08|||00815,Denver City (part)
08|||00815,Denver County (part)
08|||00815,Glendale City
08|||00815,Remainder of Arapahoe County (part)
08|||00816,Denver City (part)
08|||00816,Denver County (part)
08|||00817,Adams County (part)
08|||00817,Arvada City (part)
08|||00817,Berkley CDP (part)
08|||00817,Jefferson County (part)
08|||00817,Remainder of Adams County (part)
08|||00817,Remainder of Jefferson County (part)
08|||00817,Westminster City (part)
08|||00817,Wheat Ridge City (part)
08|||00818,Applewood CDP (part)
08|||00818,Arvada City (part)
08|||00818,East Pleasant View CDP
08|||00818,Edgewater City
08|||00818,Golden City (part)
08|||00818,Jefferson County (part)
08|||00818,Lakeside Town
08|||00818,Lakewood City (part)
08|||00818,Mountain View Town
08|||00818,Remainder of Jefferson County (part)
08|||00818,Wheat Ridge City (part)
08|||00819,Golden City (part)
08|||00819,Jefferson County (part)
08|||00819,Ken Caryl CDP (part)
08|||00819,Lakewood City (part)
08|||00819,Morrison Town (part)
08|||00819,Remainder of Jefferson County (part)
08|||00819,West Pleasant View CDP (part)
08|||00820,Arapahoe County (part)
08|||00820,Bow Mar Town (part)
08|||00820,Columbine CDP (part)
08|||00820,Columbine Valley Town
08|||00820,Englewood City (part)
08|||00820,Jefferson County (part)
08|||00820,Lakewood City (part)
08|||00820,Littleton City (part)
08|||00820,Remainder of Arapahoe County (part)
08|||00820,Remainder of Jefferson County (part)
08|||00820,Sheridan City
08|||00821,Acres Green CDP
08|||00821,Columbine CDP (part)
08|||00821,Douglas County (part)
08|||00821,Heritage Hills CDP (part)
08|||00821,Highlands Ranch CDP (part)
08|||00821,Jefferson County (part)
08|||00821,Ken Caryl CDP (part)
08|||00821,Littleton City (part)
08|||00821,Lone Tree City (part)
08|||00821,Remainder of Douglas County (part)
08|||00821,Remainder of Jefferson County (part)
08|||00821,Roxborough Park CDP (part)
08|||00822,Aurora City (part)
08|||00822,Carriage Club CDP
08|||00822,Castle Pines CDP
08|||00822,Castle Rock Town
08|||00822,Cottonwood CDP
08|||00822,Douglas County (part)
08|||00822,Franktown CDP
08|||00822,Grand View Estates CDP
08|||00822,Heritage Hills CDP (part)
08|||00822,Highlands Ranch CDP (part)
08|||00822,Larkspur Town
08|||00822,Lone Tree City (part)
08|||00822,Louviers CDP
08|||00822,Meridian CDP
08|||00822,Parker Town
08|||00822,Perry Park CDP
08|||00822,Remainder of Douglas County (part)
08|||00822,Roxborough Park CDP (part)
08|||00822,Sedalia CDP
08|||00822,Stonegate CDP
08|||00822,The Pinery CDP
08|||00822,Westcreek CDP
08|||00901,Air Force Academy CDP
08|||00901,Black Forest CDP
08|||00901,Calhan Town
08|||00901,Cascade-Chipita Park CDP
08|||00901,Colorado Springs City (part)
08|||00901,El Paso County (part)
08|||00901,Fort Carson CDP
08|||00901,Fountain City (part)
08|||00901,Gleneagle CDP
08|||00901,Green Mountain Falls Town (part)
08|||00901,Manitou Springs City (part)
08|||00901,Monument Town
08|||00901,Palmer Lake Town
08|||00901,Ramah Town
08|||00901,Remainder of El Paso County (part)
08|||00901,Security-Widefield CDP (part)
08|||00901,Woodmoor CDP
08|||00902,Colorado Springs City (part)
08|||00902,El Paso County (part)
08|||00902,Manitou Springs City (part)
08|||00902,Remainder of El Paso County (part)
08|||00902,Stratmoor CDP (part)
08|||00903,Colorado Springs City (part)
08|||00903,El Paso County (part)
08|||00903,Remainder of El Paso County (part)
08|||00904,Cimarron Hills CDP (part)
08|||00904,Colorado Springs City (part)
08|||00904,El Paso County (part)
08|||00904,Remainder of El Paso County (part)
08|||00905,Cimarron Hills CDP (part)
08|||00905,Colorado Springs City (part)
08|||00905,El Paso County (part)
08|||00905,Fountain City (part)
08|||00905,Remainder of El Paso County (part)
08|||00905,Security-Widefield CDP (part)
08|||00905,Stratmoor CDP (part)
08|||01000,Alma Town
08|||01000,Brookside Town
08|||01000,Buena Vista Town
08|||01000,Canon City City
08|||01000,Chaffee County
08|||01000,Coal Creek Town
08|||01000,Cripple Creek City
08|||01000,Custer County
08|||01000,Fairplay Town
08|||01000,Florence City
08|||01000,Fremont County
08|||01000,Green Mountain Falls Town (part)
08|||01000,Lincoln Park CDP
08|||01000,Park County
08|||01000,Penrose CDP
08|||01000,Poncha Springs Town
08|||01000,Remainder of Chaffee County
08|||01000,Remainder of Custer County
08|||01000,Remainder of Fremont County
08|||01000,Remainder of Park County
08|||01000,Remainder of Teller County
08|||01000,Rockvale Town
08|||01000,Salida City
08|||01000,Silver Cliff Town
08|||01000,Teller County
08|||01000,Victor City
08|||01000,Westcliffe Town
08|||01000,Williamsburg Town
08|||01000,Woodland Park City
09|||00100,Bantam borough
09|||00100,Barkhamsted Town
09|||00100,Bethlehem Town
09|||00100,Bethlehem Village CDP
09|||00100,Bridgewater Town
09|||00100,Canaan CDP
09|||00100,Canaan Town
09|||00100,Colebrook Town
09|||00100,Cornwall Town
09|||00100,Goshen Town
09|||00100,Harwinton Town
09|||00100,Kent Town
09|||00100,Litchfield borough
09|||00100,Litchfield County (part)
09|||00100,Litchfield Town
09|||00100,Morris Town
09|||00100,New Hartford Center CDP
09|||00100,New Hartford Town
09|||00100,New Milford CDP
09|||00100,New Milford Town
09|||00100,New Preston CDP
09|||00100,Norfolk Town
09|||00100,North Canaan Town
09|||00100,Northwest Harwinton CDP
09|||00100,Oakville CDP
09|||00100,Plymouth Town
09|||00100,Remainder of Bethlehem Town
09|||00100,Remainder of Harwinton Town
09|||00100,Remainder of Litchfield Town
09|||00100,Remainder of New Hartford Town
09|||00100,Remainder of New Milford Town
09|||00100,Remainder of North Canaan Town
09|||00100,Remainder of Plymouth Town
09|||00100,Remainder of Washington Town
09|||00100,Remainder of Watertown Town
09|||00100,Remainder of Winchester Town
09|||00100,Remainder of Woodbury Town
09|||00100,Roxbury Town
09|||00100,Salisbury Town
09|||00100,Sharon Town
09|||00100,Terryville CDP
09|||00100,Thomaston Town
09|||00100,Torrington City
09|||00100,Torrington Town
09|||00100,Warren Town
09|||00100,Washington Town
09|||00100,Watertown Town
09|||00100,Winchester Town
09|||00100,Winsted CDP
09|||00100,Woodbury Center CDP
09|||00100,Woodbury Town
09|||00200,Broad Brook CDP
09|||00200,East Granby Town
09|||00200,East Windsor Town
09|||00200,Enfield Town
09|||00200,Granby Town
09|||00200,Hartford County (part)
09|||00200,Hartland Town
09|||00200,Hazardville CDP
09|||00200,North Granby CDP
09|||00200,Remainder of East Windsor Town
09|||00200,Remainder of Enfield Town
09|||00200,Remainder of Granby Town
09|||00200,Remainder of Suffield Town
09|||00200,Salmon Brook CDP
09|||00200,Sherwood Manor CDP
09|||00200,South Windsor Town
09|||00200,Southwood Acres CDP
09|||00200,Suffield Depot CDP
09|||00200,Suffield Town
09|||00200,Thompsonville CDP
09|||00200,Windsor Locks CDP
09|||00200,Windsor Locks Town
09|||00200,Windsor Town
09|||00300,Central Manchester CDP
09|||00300,East Hartford CDP
09|||00300,East Hartford Town
09|||00300,Hartford County (part)
09|||00300,Manchester Town
09|||00300,Remainder of Manchester Town
09|||00400,Avon Town
09|||00400,Bloomfield Town
09|||00400,Blue Hills CDP
09|||00400,Canton Town
09|||00400,Canton Valley CDP
09|||00400,Collinsville CDP
09|||00400,Farmington Town
09|||00400,Hartford County (part)
09|||00400,Remainder of Bloomfield Town
09|||00400,Remainder of Canton Town
09|||00400,Remainder of Simsbury Town
09|||00400,Simsbury Center CDP
09|||00400,Simsbury Town
09|||00400,Tariffville CDP
09|||00400,Weatogue CDP
09|||00400,West Hartford CDP
09|||00400,West Hartford Town
09|||00400,West Simsbury CDP
09|||00500,Bristol City
09|||00500,Bristol Town
09|||00500,Burlington Town
09|||00500,Hartford County (part)
09|||00500,Southington Town
09|||00600,Berlin Town
09|||00600,Hartford County (part)
09|||00600,Kensington CDP
09|||00600,New Britain City
09|||00600,New Britain Town
09|||00600,Plainville Town
09|||00600,Remainder of Berlin Town
09|||00700,Glastonbury Center CDP
09|||00700,Glastonbury Town
09|||00700,Hartford County (part)
09|||00700,Marlborough Town
09|||00700,Newington CDP
09|||00700,Newington Town
09|||00700,Remainder of Glastonbury Town
09|||00700,Remainder of Marlborough Town
09|||00700,Rocky Hill Town
09|||00700,Terramuggus CDP
09|||00700,Wethersfield CDP (part)
09|||00700,Wethersfield Town
09|||00800,Hartford City
09|||00800,Hartford County (part)
09|||00800,Hartford Town
09|||00900,Andover Town
09|||00900,Bolton Town
09|||00900,Central Somers CDP
09|||00900,Columbia Town
09|||00900,Coventry Lake CDP
09|||00900,Coventry Town
09|||00900,Crystal Lake CDP (part)
09|||00900,Ellington Town
09|||00900,Hebron Town
09|||00900,Mansfield Center CDP
09|||00900,Mansfield Town
09|||00900,Remainder of Coventry Town
09|||00900,Remainder of Ellington Town
09|||00900,Remainder of Mansfield Town
