STATE_PUMA,CONTAINS
42|||03102,New Buffalo borough
42|||03102,Newburg borough
42|||03102,Newport borough
42|||03102,Newville borough
42|||03102,Northeast Madison Township
42|||03102,North Middleton Township
42|||03102,North Newton Township
42|||03102,Oliver Township
42|||03102,Penn Township
42|||03102,Perry County
42|||03102,Plainfield CDP
42|||03102,Remainder of Middlesex Township (part)
42|||03102,Remainder of North Middleton Township
42|||03102,Remainder of South Middleton Township
42|||03102,Remainder of West Pennsboro Township
42|||03102,Rye Township
42|||03102,Saville Township
42|||03102,Schlusser CDP (part)
42|||03102,Shippensburg borough
42|||03102,Shippensburg borough (part)
42|||03102,Shippensburg Township
42|||03102,Southampton Township
42|||03102,South Middleton Township
42|||03102,South Newton Township
42|||03102,Southwest Madison Township
42|||03102,Spring Township
42|||03102,Toboyne Township
42|||03102,Tuscarora Township
42|||03102,Tyrone Township
42|||03102,Upper Frankford Township
42|||03102,Upper Mifflin Township
42|||03102,Watts Township
42|||03102,West Pennsboro Township
42|||03102,Wheatfield Township
42|||03201,Carroll Township
42|||03201,Conewago Township
42|||03201,Dillsburg borough
42|||03201,Dover borough
42|||03201,Dover Township
42|||03201,East Manchester Township
42|||03201,Fairview Township
42|||03201,Franklintown borough
42|||03201,Franklin Township
42|||03201,Goldsboro borough
42|||03201,Hallam borough
42|||03201,Hellam Township
42|||03201,Jackson Township
42|||03201,Lewisberry borough
42|||03201,Manchester borough
42|||03201,Monaghan Township
42|||03201,Mount Wolf borough
42|||03201,Newberry Township
42|||03201,Paradise Township
42|||03201,Remainder of Dover Township
42|||03201,Remainder of Newberry Township
42|||03201,Spring Grove borough
42|||03201,Valley Green CDP
42|||03201,Warrington Township
42|||03201,Washington Township
42|||03201,Weigelstown CDP
42|||03201,Wellsville borough
42|||03201,Wrightsville borough
42|||03201,York County (part)
42|||03201,York Haven borough
42|||03202,Chanceford Township
42|||03202,Codorus Township
42|||03202,Cross Roads borough
42|||03202,Dallastown borough
42|||03202,Delta borough
42|||03202,East Hopewell Township
42|||03202,East Prospect borough
42|||03202,East York CDP (part)
42|||03202,Fawn Grove borough
42|||03202,Fawn Township
42|||03202,Felton borough
42|||03202,Glen Rock borough
42|||03202,Hanover borough
42|||03202,Heidelberg Township
42|||03202,Hopewell Township
42|||03202,Jacobus borough
42|||03202,Jefferson borough
42|||03202,Loganville borough
42|||03202,Lower Chanceford Township
42|||03202,Lower Windsor Township
42|||03202,Manheim Township
42|||03202,New Freedom borough
42|||03202,New Salem borough
42|||03202,North Codorus Township
42|||03202,North Hopewell Township
42|||03202,Parkville CDP
42|||03202,Peach Bottom Township
42|||03202,Penn Township
42|||03202,Pennville CDP
42|||03202,Railroad borough
42|||03202,Red Lion borough
42|||03202,Remainder of Lower Chanceford Township
42|||03202,Remainder of Peach Bottom Township
42|||03202,Remainder of Penn Township
42|||03202,Remainder of Spring Garden Township (part)
42|||03202,Remainder of Windsor Township
42|||03202,Remainder of York Township
42|||03202,Seven Valleys borough
42|||03202,Shrewsbury borough
42|||03202,Shrewsbury Township
42|||03202,Springfield Township
42|||03202,Spring Garden Township (part)
42|||03202,Spry CDP
42|||03202,Stewartstown borough
42|||03202,Stonybrook-Wilshire CDP (part)
42|||03202,Susquehanna Trails CDP (part)
42|||03202,Tyler Run-Queens Gate CDP
42|||03202,Valley View CDP
42|||03202,West Manheim Township
42|||03202,Windsor borough
42|||03202,Windsor Township
42|||03202,Winterstown borough
42|||03202,Yoe borough
42|||03202,Yorkana borough
42|||03202,York County (part)
42|||03202,York Township
42|||03203,East York CDP (part)
42|||03203,Emigsville CDP
42|||03203,Grantley CDP
42|||03203,Manchester Township
42|||03203,North York borough
42|||03203,Remainder of Manchester Township
42|||03203,Remainder of Springettsbury Township
42|||03203,Remainder of Spring Garden Township (part)
42|||03203,Remainder of West Manchester Township
42|||03203,Shiloh CDP
42|||03203,Springettsbury Township
42|||03203,Springetts Manor-Yorklyn CDP
42|||03203,Spring Garden Township (part)
42|||03203,Stonybrook-Wilshire CDP (part)
42|||03203,West Manchester Township
42|||03203,West York borough
42|||03203,York City
42|||03203,York County (part)
42|||03301,East Hempfield Township
42|||03301,East Lampeter Township
42|||03301,East Petersburg borough
42|||03301,Lancaster City
42|||03301,Lancaster County (part)
42|||03301,Lancaster Township
42|||03301,Leacock-Leola-Bareville CDP (part)
42|||03301,Manheim Township (part)
42|||03301,Manor Township (part)
42|||03301,Millersville borough
42|||03301,Pequea Township
42|||03301,Remainder of East Hempfield Township
42|||03301,Remainder of East Lampeter Township
42|||03301,Remainder of Pequea Township
42|||03301,Remainder of West Lampeter Township
42|||03301,Salunga-Landisville CDP (part)
42|||03301,West Lampeter Township
42|||03301,Willow Street CDP (part)
42|||03302,Columbia borough
42|||03302,Conestoga Township
42|||03302,Conoy Township
42|||03302,East Donegal Township
42|||03302,Elizabethtown borough
42|||03302,Lancaster County (part)
42|||03302,Lititz borough
42|||03302,Manheim borough
42|||03302,Manheim Township (part)
42|||03302,Manor Township (part)
42|||03302,Marietta borough
42|||03302,Maytown CDP
42|||03302,Mount Joy borough
42|||03302,Mount Joy Township
42|||03302,Mountville borough
42|||03302,Penn Township
42|||03302,Rapho Township
42|||03302,Remainder of East Donegal Township
42|||03302,Remainder of Mount Joy Township
42|||03302,Remainder of Warwick Township
42|||03302,Remainder of West Donegal Township
42|||03302,Remainder of West Hempfield Township
42|||03302,Rheems CDP (part)
42|||03302,Rothsville CDP
42|||03302,Salunga-Landisville CDP (part)
42|||03302,Warwick Township
42|||03302,West Donegal Township
42|||03302,West Hempfield Township
42|||03303,Adamstown borough
42|||03303,Adamstown borough (part)
42|||03303,Akron borough
42|||03303,Bart Township
42|||03303,Brecknock Township
42|||03303,Brickerville CDP
42|||03303,Caernarvon Township
42|||03303,Christiana borough
42|||03303,Clay Township
42|||03303,Colerain Township
42|||03303,Denver borough
42|||03303,Drumore Township
42|||03303,Earl Township
42|||03303,East Cocalico Township
42|||03303,East Drumore Township
42|||03303,East Earl Township
42|||03303,Eden Township
42|||03303,Elizabeth Township
42|||03303,Ephrata borough
42|||03303,Ephrata Township
42|||03303,Fulton Township
42|||03303,Gap CDP
42|||03303,Lancaster County (part)
42|||03303,Leacock-Leola-Bareville CDP (part)
42|||03303,Leacock Township
42|||03303,Little Britain Township
42|||03303,Martic Township
42|||03303,New Holland borough
42|||03303,Paradise CDP
42|||03303,Paradise Township
42|||03303,Providence Township
42|||03303,Quarryville borough
42|||03303,Reamstown CDP
42|||03303,Remainder of East Cocalico Township
42|||03303,Remainder of Elizabeth Township
42|||03303,Remainder of Paradise Township
42|||03303,Remainder of Salisbury Township
42|||03303,Remainder of Upper Leacock Township
42|||03303,Remainder of West Earl Township
42|||03303,Sadsbury Township
42|||03303,Salisbury Township
42|||03303,Strasburg borough
42|||03303,Strasburg Township
42|||03303,Terre Hill borough
42|||03303,Upper Leacock Township
42|||03303,West Cocalico Township
42|||03303,West Earl Township
42|||03401,Adamstown borough
42|||03401,Adamstown borough (part)
42|||03401,Berks County (part)
42|||03401,Bern Township
42|||03401,Brecknock Township
42|||03401,Caernarvon Township
42|||03401,Cumru Township
42|||03401,Flying Hills CDP
42|||03401,Kenhorst borough
42|||03401,Laureldale borough
42|||03401,Leesport borough
42|||03401,Lower Alsace Township
42|||03401,Mohnton borough
42|||03401,Mount Penn borough
42|||03401,Muhlenberg Township
42|||03401,New Morgan borough
42|||03401,Reading City
42|||03401,Remainder of Cumru Township
42|||03401,Remainder of Spring Township
42|||03401,Robeson Township
42|||03401,Shillington borough
42|||03401,Sinking Spring borough
42|||03401,Spring Ridge CDP
42|||03401,Spring Township
42|||03401,West Lawn borough
42|||03401,West Reading borough
42|||03401,West Wyomissing CDP
42|||03401,Whitfield CDP
42|||03401,Wyomissing borough
42|||03401,Wyomissing Hills borough
42|||03402,Albany Township
42|||03402,Alsace Township
42|||03402,Amity Gardens CDP
42|||03402,Amity Township
42|||03402,Bally borough
42|||03402,Bechtelsville borough
42|||03402,Berks County (part)
42|||03402,Bernville borough
42|||03402,Bethel Township
42|||03402,Birdsboro borough
42|||03402,Boyertown borough
42|||03402,Centerport borough
42|||03402,Centre Township
42|||03402,Colebrookdale Township
42|||03402,District Township
42|||03402,Douglass Township
42|||03402,Earl Township
42|||03402,Exeter Township
42|||03402,Fleetwood borough
42|||03402,Greenwich Township
42|||03402,Hamburg borough
42|||03402,Heidelberg Township
42|||03402,Hereford Township
42|||03402,Jefferson Township
42|||03402,Kutztown borough
42|||03402,Lenhartsville borough
42|||03402,Longswamp Township
42|||03402,Lorane CDP
42|||03402,Lower Heidelberg Township
42|||03402,Lyons borough
42|||03402,Maidencreek Township
42|||03402,Marion Township
42|||03402,Maxatawny Township
42|||03402,North Heidelberg Township
42|||03402,Oley Township
42|||03402,Ontelaunee Township
42|||03402,Penn Township
42|||03402,Perry Township
42|||03402,Pike Township
42|||03402,Reiffton CDP
42|||03402,Remainder of Amity Township
42|||03402,Remainder of Exeter Township
42|||03402,Richmond Township
42|||03402,Robesonia borough
42|||03402,Rockland Township
42|||03402,Ruscombmanor Township
42|||03402,Shoemakersville borough
42|||03402,South Heidelberg Township
42|||03402,St. Lawrence borough
42|||03402,Strausstown borough
42|||03402,Tilden Township
42|||03402,Topton borough
42|||03402,Tulpehocken Township
42|||03402,Union Township
42|||03402,Upper Bern Township
42|||03402,Upper Tulpehocken Township
42|||03402,Washington Township
42|||03402,Wernersville borough
42|||03402,Windsor Township
42|||03402,Womelsdorf borough
42|||03500,Altamont CDP
42|||03500,Ashland borough
42|||03500,Ashland borough (part)
42|||03500,Auburn borough
42|||03500,Barry Township
42|||03500,Beurys Lake CDP
42|||03500,Blythe Township
42|||03500,Branchdale CDP
42|||03500,Branch Township
42|||03500,Brandonville CDP
42|||03500,Buck Run CDP
42|||03500,Butler Township
42|||03500,Cass Township
42|||03500,Coaldale borough
42|||03500,Cressona borough
42|||03500,Deer Lake borough
42|||03500,Delano CDP
42|||03500,Delano Township
42|||03500,Donaldson CDP
42|||03500,East Brunswick Township
42|||03500,East Norwegian Township
42|||03500,East Union Township
42|||03500,Eldred Township
42|||03500,Englewood CDP (part)
42|||03500,Forrestville CDP
42|||03500,Foster Township
42|||03500,Fountain Springs CDP
42|||03500,Frackville borough
42|||03500,Frailey Township
42|||03500,Friedensburg CDP
42|||03500,Gilberton borough
42|||03500,Girardville borough
42|||03500,Gordon borough
42|||03500,Grier City-Park Crest CDP (part)
42|||03500,Heckscherville CDP
42|||03500,Hegins Township
42|||03500,Hometown CDP
42|||03500,Hubley Township
42|||03500,Kline Township
42|||03500,Klingerstown CDP
42|||03500,Lake Wynonah CDP (part)
42|||03500,Landingville borough
42|||03500,Lavelle-Locustdale CDP
42|||03500,Mahanoy City borough
42|||03500,Mahanoy Township
42|||03500,Marlin CDP
42|||03500,McAdoo borough
42|||03500,McKeansburg CDP
42|||03500,Mechanicsville borough
42|||03500,Middleport borough
42|||03500,Minersville borough
42|||03500,Mount Carbon borough
42|||03500,New Boston-Morea CDP
42|||03500,New Castle Township
42|||03500,New Philadelphia borough
42|||03500,New Ringgold borough
42|||03500,Newtown CDP
42|||03500,North Manheim Township
42|||03500,North Union Township
42|||03500,Norwegian Township
42|||03500,Nuremberg CDP
42|||03500,Oneida CDP
42|||03500,Orwigsburg borough
42|||03500,Palo Alto borough
42|||03500,Pine Grove borough
42|||03500,Pine Grove Township
42|||03500,Port Carbon borough
42|||03500,Port Clinton borough
42|||03500,Porter Township
42|||03500,Pottsville City
42|||03500,Ravine CDP
42|||03500,Reilly Township
42|||03500,Reinerton-Orwin-Muir CDP
42|||03500,Remainder of Barry Township
42|||03500,Remainder of Butler Township
42|||03500,Remainder of Cass Township
42|||03500,Remainder of Delano Township
42|||03500,Remainder of East Brunswick Township
42|||03500,Remainder of East Union Township
42|||03500,Remainder of Foster Township
42|||03500,Remainder of Frailey Township
42|||03500,Remainder of Hegins Township
42|||03500,Remainder of Mahanoy Township
42|||03500,Remainder of North Manheim Township
42|||03500,Remainder of North Union Township
42|||03500,Remainder of Norwegian Township
42|||03500,Remainder of Pine Grove Township
42|||03500,Remainder of Porter Township
42|||03500,Remainder of Reilly Township
42|||03500,Remainder of Rush Township
42|||03500,Remainder of Ryan Township
42|||03500,Remainder of Schuylkill Township
42|||03500,Remainder of South Manheim Township
42|||03500,Remainder of Upper Mahantongo Township
42|||03500,Remainder of Wayne Township
42|||03500,Remainder of West Mahanoy Township
42|||03500,Renningers CDP
42|||03500,Ringtown borough
42|||03500,Rush Township
42|||03500,Ryan Township
42|||03500,Schuylkill County
42|||03500,Schuylkill Haven borough
42|||03500,Schuylkill Township
42|||03500,Seltzer CDP
42|||03500,Shenandoah borough
42|||03500,Shenandoah Heights CDP
42|||03500,Sheppton CDP
42|||03500,South Manheim Township
42|||03500,St. Clair borough
42|||03500,Summit Station CDP
42|||03500,Tamaqua borough
42|||03500,Tower City borough
42|||03500,Tremont borough
42|||03500,Tremont Township
42|||03500,Tuscarora CDP
42|||03500,Union Township
42|||03500,Upper Mahantongo Township
42|||03500,Valley View CDP
42|||03500,Walker Township
42|||03500,Washington Township
42|||03500,Wayne Township
42|||03500,West Brunswick Township
42|||03500,West Mahanoy Township
42|||03500,West Penn Township
42|||03600,Allentown City
42|||03600,Lehigh County (part)
42|||03701,Alburtis borough
42|||03701,Ancient Oaks CDP
42|||03701,Bethlehem City
42|||03701,Bethlehem City (part)
42|||03701,Catasauqua borough
42|||03701,Coopersburg borough
42|||03701,Coplay borough
42|||03701,Emmaus borough
42|||03701,Fountain Hill borough
42|||03701,Fullerton CDP
42|||03701,Hanover Township
42|||03701,Hokendauqua CDP
42|||03701,Lehigh County (part)
42|||03701,Lower Macungie Township
42|||03701,Lower Milford Township
42|||03701,Macungie borough
42|||03701,Remainder of Lower Macungie Township
42|||03701,Remainder of Whitehall Township
42|||03701,Salisbury Township
42|||03701,South Whitehall Township
42|||03701,Upper Milford Township
42|||03701,Upper Saucon Township
42|||03701,Whitehall Township
42|||03702,Banks Township
42|||03702,Beaver Meadows borough
42|||03702,Bowmanstown borough
42|||03702,Carbon County
42|||03702,East Penn Township
42|||03702,East Side borough
42|||03702,Franklin Township
42|||03702,Heidelberg Township
42|||03702,Jim Thorpe borough
42|||03702,Kidder Township
42|||03702,Lansford borough
42|||03702,Lausanne Township
42|||03702,Lehigh County (part)
42|||03702,Lehighton borough
42|||03702,Lehigh Township
42|||03702,Lower Towamensing Township
42|||03702,Lowhill Township
42|||03702,Lynn Township
42|||03702,Mahoning Township
42|||03702,Nesquehoning borough
42|||03702,North Whitehall Township
42|||03702,Packer Township
42|||03702,Palmerton borough
42|||03702,Parryville borough
42|||03702,Penn Forest Township
42|||03702,Remainder of Banks Township
42|||03702,Remainder of Franklin Township
42|||03702,Remainder of North Whitehall Township
42|||03702,Schnecksville CDP
42|||03702,Slatington borough
42|||03702,Summit Hill borough
42|||03702,Towamensing Township
42|||03702,Tresckow CDP
42|||03702,Upper Macungie Township
42|||03702,Washington Township
42|||03702,Weatherly borough
42|||03702,Weisenberg Township
42|||03702,Weissport borough
42|||03702,Weissport East CDP
42|||03801,Bethlehem City (part)
42|||03801,Bethlehem Township
42|||03801,Easton City (part)
42|||03801,Freemansburg borough
42|||03801,Glendon borough
42|||03801,Hellertown borough
42|||03801,Lower Saucon Township
42|||03801,Middletown CDP
42|||03801,Northampton County (part)
42|||03801,Remainder of Bethlehem Township
42|||03801,West Easton borough
42|||03801,Williams Township
42|||03801,Wilson borough
42|||03802,Allen Township
42|||03802,Bangor borough
42|||03802,Bath borough
42|||03802,Belfast CDP
42|||03802,Bethlehem City (part)
42|||03802,Bushkill Township
42|||03802,Chapman borough
42|||03802,East Allen Township
42|||03802,East Bangor borough
42|||03802,Eastlawn Gardens CDP
42|||03802,Easton City (part)
42|||03802,Forks Township
42|||03802,Hanover Township
42|||03802,Lehigh Township
42|||03802,Lower Mount Bethel Township
42|||03802,Lower Nazareth Township
42|||03802,Moore Township
42|||03802,Nazareth borough
42|||03802,Northampton borough
42|||03802,Northampton County (part)
42|||03802,North Catasauqua borough
42|||03802,Old Orchard CDP
42|||03802,Palmer Heights CDP
42|||03802,Palmer Township
42|||03802,Pen Argyl borough
42|||03802,Plainfield Township
42|||03802,Portland borough
42|||03802,Remainder of Palmer Township
42|||03802,Remainder of Plainfield Township
42|||03802,Remainder of Upper Nazareth Township
42|||03802,Roseto borough
42|||03802,Stockertown borough
42|||03802,Tatamy borough
42|||03802,Upper Mount Bethel Township
42|||03802,Upper Nazareth Township
42|||03802,Walnutport borough
42|||03802,Washington Township
42|||03802,Wind Gap borough
42|||03901,Bedminster Township
42|||03901,Bridgeton Township
42|||03901,Brittany Farms-Highlands CDP
42|||03901,Buckingham Township (part)
42|||03901,Bucks County (part)
42|||03901,Chalfont borough
42|||03901,Doylestown borough
42|||03901,Doylestown Township
42|||03901,Dublin borough
42|||03901,Durham Township
42|||03901,East Rockhill Township
42|||03901,Haycock Township
42|||03901,Hilltown Township
42|||03901,Milford Township
42|||03901,New Britain borough
42|||03901,New Britain Township
42|||03901,New Hope borough
42|||03901,Nockamixon Township
42|||03901,Perkasie borough
42|||03901,Plumstead Township
42|||03901,Quakertown borough
42|||03901,Remainder of New Britain Township
42|||03901,Richlandtown borough
42|||03901,Richland Township
42|||03901,Riegelsville borough
42|||03901,Sellersville borough
42|||03901,Silverdale borough
42|||03901,Solebury Township
42|||03901,Springfield Township
42|||03901,Telford borough
42|||03901,Telford borough (part)
42|||03901,Tinicum Township
42|||03901,Trumbauersville borough
42|||03901,Warrington Township
42|||03901,Warwick Township (part)
42|||03901,West Rockhill Township
42|||03902,Buckingham Township (part)
42|||03902,Bucks County (part)
42|||03902,Churchville CDP
42|||03902,Feasterville-Trevose CDP
42|||03902,Ivyland borough
42|||03902,Lower Southampton Township
42|||03902,Newtown borough
42|||03902,Newtown Grant CDP
42|||03902,Newtown Township
42|||03902,Northampton Township
42|||03902,Remainder of Lower Southampton Township
42|||03902,Remainder of Newtown Township
42|||03902,Remainder of Northampton Township
42|||03902,Remainder of Warminster Township
42|||03902,Richboro CDP
42|||03902,Upper Makefield Township
42|||03902,Upper Southampton Township
42|||03902,Village Shires CDP
42|||03902,Warminster Heights CDP
42|||03902,Warminster Township
42|||03902,Warwick Township (part)
42|||03902,Wrightstown Township
42|||03903,Bucks County (part)
42|||03903,Fairless Hills CDP (part)
42|||03903,Falls Township
42|||03903,Hulmeville borough
42|||03903,Langhorne borough
42|||03903,Langhorne Manor borough
42|||03903,Levittown CDP (part)
42|||03903,Lower Makefield Township
42|||03903,Middletown Township
42|||03903,Morrisville borough
42|||03903,Penndel borough
42|||03903,Remainder of Falls Township
42|||03903,Remainder of Lower Makefield Township
42|||03903,Remainder of Middletown Township
42|||03903,Tullytown borough
42|||03903,Woodbourne CDP
42|||03903,Woodside CDP
42|||03903,Yardley borough
42|||03904,Bensalem Township
42|||03904,Bristol borough
42|||03904,Bristol Township
42|||03904,Bucks County (part)
42|||03904,Cornwells Heights-Eddington CDP
42|||03904,Croydon CDP
42|||03904,Fairless Hills CDP (part)
42|||03904,Levittown CDP (part)
42|||03904,Remainder of Bensalem Township
42|||03904,Remainder of Bristol Township
42|||04001,Abington Township (part)
42|||04001,Ambler borough
42|||04001,Bryn Athyn borough
42|||04001,Fort Washington CDP
42|||04001,Hatboro borough
42|||04001,Horsham CDP
42|||04001,Horsham Township
42|||04001,Lower Moreland Township
42|||04001,Maple Glen CDP (part)
42|||04001,Montgomery County (part)
42|||04001,Oreland CDP (part)
42|||04001,Remainder of Abington Township (part)
42|||04001,Remainder of Horsham Township
42|||04001,Remainder of Upper Dublin Township
42|||04001,Remainder of Upper Moreland Township
42|||04001,Upper Dublin Township
42|||04001,Upper Moreland Township
42|||04001,Willow Grove CDP (part)
42|||04002,East Greenville borough
42|||04002,Franconia Township
42|||04002,Green Lane borough
42|||04002,Harleysville CDP (part)
42|||04002,Hatfield borough
42|||04002,Hatfield Township
42|||04002,Kulpsville CDP
42|||04002,Lansdale borough
42|||04002,Lower Gwynedd Township
42|||04002,Lower Salford Township
42|||04002,Marlborough Township
42|||04002,Montgomery County (part)
42|||04002,Montgomery Township
42|||04002,Montgomeryville CDP
42|||04002,North Wales borough
42|||04002,Pennsburg borough
42|||04002,Red Hill borough
42|||04002,Remainder of Franconia Township
42|||04002,Remainder of Lower Gwynedd Township
42|||04002,Remainder of Lower Salford Township
42|||04002,Remainder of Montgomery Township
42|||04002,Remainder of Towamencin Township
42|||04002,Salford Township
42|||04002,Souderton borough
42|||04002,Spring House CDP
42|||04002,Telford borough
42|||04002,Telford borough (part)
42|||04002,Towamencin Township
42|||04002,Upper Gwynedd Township
42|||04002,Upper Hanover Township
42|||04002,Upper Salford Township
42|||04003,Audubon CDP
42|||04003,Collegeville borough
42|||04003,Douglass Township
42|||04003,Eagleville CDP
42|||04003,Evansburg CDP (part)
42|||04003,Gilbertsville CDP
42|||04003,Halfway House CDP
42|||04003,Limerick Township
42|||04003,Lower Frederick Township
42|||04003,Lower Pottsgrove Township
42|||04003,Lower Providence Township
42|||04003,Montgomery County (part)
42|||04003,New Hanover Township
42|||04003,Perkiomen Township
42|||04003,Pottsgrove CDP
42|||04003,Pottstown borough
42|||04003,Remainder of Douglass Township
42|||04003,Remainder of Lower Frederick Township
42|||04003,Remainder of Lower Pottsgrove Township
42|||04003,Remainder of Lower Providence Township
42|||04003,Remainder of Skippack Township
42|||04003,Remainder of Upper Pottsgrove Township
42|||04003,Remainder of West Pottsgrove Township
42|||04003,Royersford borough
42|||04003,Sanatoga CDP
42|||04003,Schwenksville borough
42|||04003,Skippack CDP
42|||04003,Skippack Township
42|||04003,Spring Mount CDP
42|||04003,Stowe CDP
42|||04003,Trappe borough
42|||04003,Trooper CDP
42|||04003,Upper Frederick Township
42|||04003,Upper Pottsgrove Township
42|||04003,Upper Providence Township
42|||04003,West Pottsgrove Township
42|||04003,Worcester Township
42|||04004,Blue Bell CDP
42|||04004,Conshohocken borough
42|||04004,East Norriton CDP
42|||04004,East Norriton Township
42|||04004,Flourtown CDP (part)
42|||04004,Montgomery County (part)
42|||04004,Norristown borough
42|||04004,Plymouth Meeting CDP (part)
42|||04004,Plymouth Township
42|||04004,Remainder of Plymouth Township
42|||04004,Remainder of Whitemarsh Township
42|||04004,Remainder of Whitpain Township
42|||04004,West Norriton CDP (part)
42|||04004,West Norriton Township (part)
42|||04004,Whitemarsh Township
42|||04004,Whitpain Township
42|||04005,Abington Township (part)
42|||04005,Cheltenham Township
42|||04005,Flourtown CDP (part)
42|||04005,Glenside CDP (part)
42|||04005,Jenkintown borough
42|||04005,Montgomery County (part)
42|||04005,Oreland CDP (part)
42|||04005,Remainder of Abington Township (part)
42|||04005,Remainder of Cheltenham Township
42|||04005,Remainder of Springfield Township
42|||04005,Rockledge borough
42|||04005,Springfield Township
42|||04005,Willow Grove CDP (part)
42|||04005,Wyncote CDP
42|||04005,Wyndmoor CDP
42|||04006,Ardmore CDP (part)
42|||04006,Bridgeport borough
42|||04006,Bryn Mawr CDP
42|||04006,King of Prussia CDP
42|||04006,Lower Merion Township
42|||04006,Montgomery County (part)
42|||04006,Narberth borough
42|||04006,Penn Wynne CDP
42|||04006,Remainder of Lower Merion Township
42|||04006,Remainder of Upper Merion Township
42|||04006,Upper Merion Township
42|||04006,West Conshohocken borough
42|||04006,West Norriton CDP (part)
42|||04006,West Norriton Township (part)
42|||04101,Philadelphia City (part)
42|||04101,Philadelphia County (part)
42|||04102,Philadelphia City (part)
42|||04102,Philadelphia County (part)
42|||04103,Philadelphia City (part)
42|||04103,Philadelphia County (part)
42|||04104,Philadelphia City (part)
42|||04104,Philadelphia County (part)
42|||04105,Philadelphia City (part)
42|||04105,Philadelphia County (part)
42|||04106,Philadelphia City (part)
42|||04106,Philadelphia County (part)
42|||04107,Philadelphia City (part)
42|||04107,Philadelphia County (part)
42|||04108,Philadelphia City (part)
42|||04108,Philadelphia County (part)
42|||04109,Philadelphia City (part)
42|||04109,Philadelphia County (part)
42|||04110,Philadelphia City (part)
42|||04110,Philadelphia County (part)
42|||04111,Philadelphia City (part)
42|||04111,Philadelphia County (part)
42|||04201,Ardmore CDP (part)
42|||04201,Broomall CDP
42|||04201,Delaware County (part)
42|||04201,Haverford Township
42|||04201,Marple Township
42|||04201,Media borough
42|||04201,Newtown Township
42|||04201,Radnor Township
42|||04201,Radnor Township CDP
42|||04201,Remainder of Haverford Township
42|||04201,Remainder of Marple Township
42|||04201,Upper Providence Township
42|||04201,Upper Providence Township CDP
42|||04202,Aldan borough
42|||04202,Clifton Heights borough
42|||04202,Darby borough (part)
42|||04202,Darby Township (part)
42|||04202,Darby Township CDP (part)
42|||04202,Delaware County (part)
42|||04202,Drexel Hill CDP
42|||04202,East Lansdowne borough
42|||04202,Lansdowne borough
42|||04202,Millbourne borough
42|||04202,Morton borough
42|||04202,Remainder of Upper Darby Township
42|||04202,Rutledge borough
42|||04202,Springfield CDP
42|||04202,Springfield Township
42|||04202,Swarthmore borough
42|||04202,Upper Darby Township
42|||04202,Yeadon borough
42|||04203,Aston Township (part)
42|||04203,Chester City (part)
42|||04203,Chester Township
42|||04203,Chester Township CDP
42|||04203,Collingdale borough
42|||04203,Colwyn borough
42|||04203,Darby borough (part)
42|||04203,Darby Township (part)
42|||04203,Darby Township CDP (part)
42|||04203,Delaware County (part)
42|||04203,Eddystone borough
42|||04203,Folcroft borough
42|||04203,Folsom CDP
42|||04203,Glenolden borough
42|||04203,Marcus Hook borough
42|||04203,Norwood borough
42|||04203,Parkside borough
42|||04203,Prospect Park borough
42|||04203,Remainder of Aston Township (part)
42|||04203,Remainder of Ridley Township
42|||04203,Ridley Park borough
42|||04203,Ridley Township
42|||04203,Sharon Hill borough
42|||04203,Tinicum Township
42|||04203,Tinicum Township CDP
42|||04203,Trainer borough
42|||04203,Upland borough
42|||04203,Village Green-Green Ridge CDP (part)
42|||04203,Woodlyn CDP
42|||04204,Aston Township (part)
42|||04204,Bethel Township
42|||04204,Boothwyn CDP
42|||04204,Brookhaven borough
42|||04204,Chadds Ford Township
42|||04204,Chester City (part)
42|||04204,Chester Heights borough
42|||04204,Concord Township
42|||04204,Delaware County (part)
42|||04204,Edgmont Township
42|||04204,Lima CDP
42|||04204,Linwood CDP
42|||04204,Lower Chichester Township
42|||04204,Middletown Township
42|||04204,Nether Providence Township
42|||04204,Nether Providence Township CDP
42|||04204,Remainder of Aston Township (part)
42|||04204,Remainder of Lower Chichester Township
42|||04204,Remainder of Middletown Township
42|||04204,Remainder of Upper Chichester Township
42|||04204,Rose Valley borough
42|||04204,Thornbury Township
42|||04204,Upper Chichester Township
42|||04204,Village Green-Green Ridge CDP (part)
42|||04301,Charlestown Township
42|||04301,Chesterbrook CDP
42|||04301,Chester County (part)
42|||04301,Devon-Berwyn CDP
42|||04301,East Coventry Township
42|||04301,East Goshen Township (part)
42|||04301,East Nantmeal Township
42|||04301,East Pikeland Township
42|||04301,Easttown Township
42|||04301,East Vincent Township
42|||04301,East Whiteland Township
42|||04301,Kenilworth CDP
42|||04301,Malvern borough
42|||04301,North Coventry Township
42|||04301,Paoli CDP (part)
42|||04301,Phoenixville borough
42|||04301,Remainder of Easttown Township
42|||04301,Remainder of North Coventry Township
42|||04301,Remainder of Tredyffrin Township
42|||04301,Remainder of Willistown Township
42|||04301,Schuylkill Township
42|||04301,South Coventry Township
42|||04301,South Pottstown CDP
42|||04301,Spring City borough
42|||04301,Tredyffrin Township
42|||04301,Warwick Township
42|||04301,West Pikeland Township
42|||04301,West Vincent Township
42|||04301,Willistown Township
42|||04302,Birmingham Township
42|||04302,Caln Township (part)
42|||04302,Chester County (part)
42|||04302,Downingtown borough
